EventID,SimulationYear,InitRow,InitColumn,InitialFireWeatherIndex,InitialDayOfYear,MaximumSpreadArea,IgnitionType,NumberOfDays,TotalSitesBurned,CohortsKilled,AvailableCohorts,MeanWindSpeed,MeanEffectiveWindSpeed,MeanWindDirection,MeanSuppressionEffectiveness,MeanFWI,MeanSpreadProbability,MeanDNBR,MeanSeverity,TotalBiomassMortality,NumberCellsSeverity1,NumberCellsSeverity2,NumberCellsSeverity3,NumberCellsSeverity4,NumberCellsSeverity5,
1, 1, 967, 88, 6.59530012450762, 49, 147, Accidental, 1, 10, 40, 152, 15.1219476, 15.640616674051, 345.24673, 0, 6.6, 0.299347597869487, 93.9, 0, 14390, 10, 0, 0, 0, 0, 
2, 1, 791, 174, 12.4391732356837, 78, 219, Accidental, 1, 34, 248, 682, 13.7810655529412, 15.1010756316612, 243.807680029412, 0, 12.56, 0.310379991943874, 97.09, 0, 105803, 34, 0, 0, 0, 0, 
3, 1, 738, 132, 25.5337891856288, 113, 285, Lightning, 7, 332, 2322, 5529, 19.0247968518072, 18.9992565433774, 69.803584183735, 0, 21.28, 0.327907738365005, 150.17, 0, 1053418, 279, 38, 5, 5, 5, 
4, 1, 687, 450, 18.2662146863928, 178, 292, Accidental, 1, 33, 196, 657, 11.7881149090909, 13.3267662135, 99.4324987272728, 0, 19.09, 0.3231222089706, 89.45, 0, 112343, 33, 0, 0, 0, 0, 
5, 1, 734, 260, 22.2532564156192, 178, 402, Lightning, 2, 77, 360, 1107, 13.2602677714286, 13.3409575368025, 97.0133614285714, 0, 23.64, 0.331923435265494, 81.27, 0, 126411, 77, 0, 0, 0, 0, 
6, 1, 732, 102, 20.7473575442812, 207, 276, Accidental, 3, 102, 741, 2100, 13.2421809176471, 13.9922421643333, 94.9286078823529, 0, 18.83, 0.323089526113342, 96.49, 0, 335075, 102, 0, 0, 0, 0, 
7, 1, 786, 353, 14.355028561892, 219, 243, Accidental, 1, 10, 63, 210, 7.311492, 7.24652753729953, 238.995121, 0, 14.36, 0.314045148559019, 71.2, 0, 32644, 10, 0, 0, 0, 0, 
8, 1, 748, 156, 15.1166525683619, 360, 178, Accidental, 2, 64, 530, 1235, 19.8690375375, 21.1074922183004, 157.754947828125, 0, 12.96, 0.312056319165102, 141.09, 0, 207923, 54, 9, 0, 1, 0, 
9, 1, 1002, 46, 15.9722305277613, 362, 292, Accidental, 2, 89, 655, 1615, 22.491208516854, 22.629128410692, 96.9747352921349, 0, 17.14, 0.319139391611234, 134.3, 0, 190217, 89, 0, 0, 0, 0, 
10, 2, 697, 240, 3.48059144004582, 10, 106, Accidental, 2, 29, 418, 426, 19.8804442344828, 19.6413583356899, 228.632610896552, 0, 3.44, 0.293501515801886, 1708.28, 0, 163362, 2, 0, 0, 1, 26, 
11, 2, 955, 131, 6.34508767866263, 57, 154, Accidental, 2, 33, 699, 744, 14.3054506909091, 13.3098692131123, 77.9684705454545, 0, 6.59, 0.299163286024334, 783.82, 0, 254331, 0, 4, 4, 4, 21, 
12, 2, 948, 86, 14.3285317112872, 99, 243, Accidental, 1, 7, 132, 132, 18.7314768, 18.1363986423563, 240.688199, 0, 14.33, 0.313994298463728, 2000, 0, 34746, 0, 0, 0, 0, 7, 
13, 2, 989, 60, 13.0821704475135, 120, 245, Accidental, 2, 48, 938, 970, 15.469900725, 14.8793025320674, 126.192020708333, 0, 13.41, 0.312016050488295, 874.42, 0, 376880, 1, 1, 2, 3, 41, 
14, 2, 681, 74, 14.79882606288, 164, 249, Accidental, 1, 38, 455, 687, 8.5363164, 11.7907304654985, 60.491376, 0, 14.8, 0.314897503117727, 406.66, 0, 210774, 14, 15, 5, 0, 4, 
15, 2, 711, 66, 13.9893075075482, 213, 295, Accidental, 3, 81, 949, 1557, 9.32721773333333, 12.8559233468409, 105.795026432099, 0, 15.16, 0.315271047305159, 466.07, 0, 566224, 43, 15, 5, 5, 13, 
16, 2, 866, 138, 14.2729928824097, 229, 259, Accidental, 1, 15, 332, 376, 10.2116844, 14.3949485912877, 117.864891066667, 0, 14.64, 0.314264466699854, 662.13, 0, 140717, 0, 4, 3, 2, 6, 
17, 2, 763, 452, 21.2948070055759, 312, 330, Lightning, 1, 17, 326, 345, 17.253126, 18.2608391076772, 38.058382, 0, 21.29, 0.327514424369571, 1329.53, 0, 143474, 0, 1, 1, 2, 13, 
18, 2, 715, 344, 22.7031621877991, 313, 348, Lightning, 2, 101, 1898, 2043, 18.6000811841584, 19.2099433901159, 135.638391089109, 0, 22.71, 0.330319043600599, 1217.56, 0, 1097088, 3, 10, 11, 9, 68, 
19, 2, 860, 192, 10.5063458583554, 339, 195, Accidental, 1, 4, 43, 76, 10.7978364, 7.46320331476524, 48.901631, 0, 10.51, 0.306706330200732, 199.75, 0, 14580, 2, 2, 0, 0, 0, 
20, 2, 981, 52, 17.1659319375295, 357, 278, Accidental, 1, 23, 413, 423, 18.054972, 18.0756483132231, 291.508935, 0, 17.17, 0.31946474335515, 1295.57, 0, 154353, 1, 0, 0, 2, 20, 
21, 3, 685, 573, 6.13123118420088, 56, 141, Accidental, 1, 2, 40, 40, 25.021728, 24.230342446657, 352.350567, 0, 6.13, 0.298481176599321, 2000, 0, 35037, 0, 0, 0, 0, 2, 
22, 3, 976, 115, 16.4296044635451, 221, 269, Accidental, 1, 39, 392, 635, 8.519274, 8.50755267918167, 344.382454, 0, 16.43, 0.318040258149591, 223.54, 0, 101456, 19, 15, 4, 0, 1, 
23, 3, 691, 487, 17.8395739449523, 251, 287, Accidental, 1, 39, 507, 712, 11.7711756, 12.4936704305136, 78.888473, 0, 17.84, 0.320770917805597, 394.08, 0, 210546, 8, 19, 3, 1, 8, 
24, 3, 694, 142, 16.7666563758465, 265, 273, Accidental, 1, 10, 87, 134, 9.7752168, 9.93863084231045, 311.941338, 0, 16.77, 0.318691891976757, 234.5, 0, 43111, 3, 6, 1, 0, 0, 
25, 3, 784, 164, 13.4295463513496, 283, 232, Accidental, 1, 32, 403, 739, 7.4273436, 7.21055270113702, 331.617847, 0, 13.43, 0.312271707173086, 246.63, 0, 170018, 25, 4, 1, 0, 2, 
26, 3, 782, 503, 24.7909322396282, 284, 373, Accidental, 1, 27, 508, 511, 21.1386204, 21.3136603529924, 338.38923, 0, 24.79, 0.334411000633153, 1793.59, 0, 284397, 0, 0, 1, 0, 26, 
27, 3, 772, 512, 12.018174308782, 290, 214, Accidental, 1, 1, 13, 29, 7.74423, 5.48010301273986, 118.066591, NaN, 12.02, NaN, 170, 0, 9741, 1, 0, 0, 0, 0, 
28, 3, 986, 112, 14.1609410443326, 293, 241, Lightning, 1, 3, 40, 60, 9.6808248, 8.51472748723325, 147.699551, 0, 14.16, 0.313672778754753, 237.33, 0, 10561, 1, 1, 1, 0, 0, 
29, 3, 798, 173, 11.2292172328238, 325, 204, Accidental, 1, 15, 282, 322, 12.5348316, 14.7926904206497, 148.383452666667, 0, 11.1, 0.30794355474663, 700.6, 0, 92512, 0, 2, 5, 2, 6, 
30, 4, 739, 151, 3.75294100577184, 11, 90, Accidental, 4, 56, 702, 1020, 14.3498183785714, 14.5369238952121, 229.790832607143, 0, 2.89, 0.292609905576441, 534.86, 0, 323964, 20, 15, 8, 2, 11, 
31, 4, 696, 383, 10.1877163996779, 95, 191, Accidental, 1, 7, 152, 152, 27.297738, 30.3233042032645, 106.355509, 0, 10.19, 0.306103053799649, 2000, 0, 78894, 0, 0, 0, 0, 7, 
32, 4, 828, 105, 14.6450980114495, 115, 256, Accidental, 2, 64, 1059, 1293, 13.955217075, 14.1090864462514, 57.8390035625, 0, 15.02, 0.31513959218626, 493.47, 0, 386603, 6, 21, 18, 6, 13, 
33, 4, 993, 103, 10.5139219925235, 117, 195, Accidental, 1, 2, 24, 41, 6.9353496, 7.85019923133456, 49.817753, 0, 10.51, 0.306720682525608, 196.5, 0, 4159, 2, 0, 0, 0, 0, 
34, 4, 1007, 2, 14.8976633355865, 229, 250, Accidental, 1, 6, 65, 111, 6.5760228, 7.91274797352346, 16.393053, 0, 14.9, 0.315087499461191, 189.33, 0, 19095, 3, 3, 0, 0, 0, 
35, 4, 831, 123, 22.8082331076031, 265, 349, Lightning, 1, 8, 166, 172, 15.1749612, 15.951972347281, 338.45658, 0, 22.81, 0.330490940083378, 590.88, 0, 50975, 0, 0, 0, 3, 5, 
36, 4, 950, 36, 16.0920709551903, 284, 265, Accidental, 1, 1, 9, 16, 9.051174, 8.12324891594248, 278.889391, NaN, 16.09, NaN, 118, 0, 3782, 1, 0, 0, 0, 0, 
37, 4, 758, 281, 17.4353210567212, 324, 291, Accidental, 2, 83, 892, 1510, 11.6873450024097, 11.2144432385575, 228.81507273494, 0, 17.81, 0.320636082905882, 261.55, 0, 433055, 46, 25, 5, 2, 5, 
38, 4, 883, 148, 17.1247092348779, 332, 268, Accidental, 1, 9, 174, 226, 10.1199188, 15.1817284037917, 115.390907, 0, 16.76, 0.318597279199385, 505.44, 0, 63432, 1, 2, 3, 1, 2, 
39, 4, 879, 153, 17.530735471284, 341, 283, Accidental, 1, 1, 27, 27, 14.0375556, 16.8277446717734, 81.338982, NaN, 17.53, NaN, 821, 0, 12152, 0, 0, 0, 0, 1, 
40, 4, 876, 108, 18.4391283205986, 359, 280, Accidental, 2, 54, 695, 1038, 12.161752, 12.386274018192, 286.628857333333, 0, 18.31, 0.321768653119945, 338.81, 0, 230412, 16, 27, 6, 1, 4, 
41, 5, 714, 47, 6.88992452172788, 79, 162, Accidental, 1, 15, 262, 348, 13.38634416, 12.5996039103956, 223.8407538, 0, 7.58, 0.301034078281067, 734.67, 0, 152587, 3, 3, 4, 1, 4, 
42, 5, 713, 59, 16.223427970405, 137, 267, Accidental, 1, 2, 31, 31, 15.0814368, 28.7794220994635, 35.159508, 0, 16.22, 0.317642000899233, 1175.5, 0, 44157, 0, 0, 1, 0, 1, 
43, 5, 966, 38, 19.6219368622671, 157, 309, Accidental, 1, 6, 75, 99, 10.2523932, 9.47355613542862, 45.599845, 0, 19.62, 0.324240402415782, 195.17, 0, 16631, 3, 3, 0, 0, 0, 
44, 5, 751, 448, 13.9464773186789, 201, 246, Lightning, 3, 80, 803, 1791, 4.71948475500001, 4.99906971016016, 336.0758762125, 0, 14.21, 0.313728003850693, 128.93, 0, 314360, 79, 1, 0, 0, 0, 
45, 5, 943, 89, 19.3894828213058, 205, 306, Lightning, 1, 30, 378, 750, 5.3473788, 5.40014758275633, 96.4374090000001, 0, 19.39, 0.323786808513256, 146.5, 0, 77811, 30, 0, 0, 0, 0, 
46, 5, 732, 159, 20.9911104605074, 232, 326, Accidental, 1, 4, 36, 72, 10.1371104, 8.83831824125171, 58.526683, 0, 20.99, 0.326918790588743, 186.25, 0, 15729, 2, 2, 0, 0, 0, 
47, 5, 884, 71, 26.2319241810129, 234, 391, Accidental, 1, 1, 24, 28, 14.0438448, 14.7341461203008, 244.522162, NaN, 26.23, NaN, 441, 0, 7565, 0, 0, 0, 1, 0, 
48, 5, 743, 339, 20.7337880901569, 316, 323, Accidental, 1, 14, 231, 296, 12.1642812, 16.4232483025585, 44.051379, 0, 20.73, 0.326414545851406, 669.14, 0, 166480, 5, 2, 1, 1, 5, 
49, 6, 758, 249, 6.57932985270283, 23, 146, Accidental, 1, 19, 506, 506, 26.5131324, 27.582593443972, 338.623017, 0, 6.58, 0.299317757289476, 1963.58, 0, 284605, 0, 0, 0, 0, 19, 
50, 6, 728, 371, 4.56872866332636, 54, 121, Accidental, 1, 12, 182, 251, 9.4625964, 15.4565489269994, 275.792551, 0, 4.57, 0.295574595885147, 835, 0, 131836, 4, 1, 2, 1, 4, 
51, 6, 906, 41, 4.21201413899316, 58, 168, Accidental, 2, 31, 523, 622, 15.7871544387097, 15.9711674406827, 21.4093416129032, 0, 5.79, 0.296944742633453, 831.03, 0, 165013, 4, 8, 4, 1, 14, 
52, 6, 779, 158, 11.9857965874978, 181, 225, Accidental, 1, 36, 676, 847, 12.1542436, 16.084983151954, 123.705783944444, 0, 12.81, 0.311044656097399, 843.14, 0, 446403, 5, 9, 4, 4, 14, 
53, 6, 784, 219, 11.1874216164783, 214, 204, Accidental, 1, 11, 92, 193, 5.0062032, 6.62416083341409, 114.959253, 0, 11.19, 0.307998062986177, 130.91, 0, 53756, 11, 0, 0, 0, 0, 
54, 6, 806, 78, 20.0357815029074, 227, 314, Accidental, 1, 42, 851, 1021, 12.741084, 12.7309154628211, 74.795052, 0, 20.04, 0.325048765877556, 565.9, 0, 322133, 4, 11, 13, 5, 9, 
55, 6, 903, 83, 22.1577557852903, 233, 341, Lightning, 1, 15, 322, 372, 14.4666432, 14.4224689681005, 357.914318, 0, 22.16, 0.329209938949959, 428.27, 0, 99596, 1, 4, 2, 3, 5, 
56, 6, 721, 438, 8.40043952430935, 299, 119, Accidental, 2, 34, 599, 702, 20.2418764941177, 21.2070240743284, 148.285249294118, 0, 7.69, 0.301819129635705, 1124.56, 0, 356714, 5, 5, 5, 0, 19, 
57, 6, 966, 108, 16.6748749828447, 354, 272, Accidental, 1, 5, 124, 124, 17.45748, 17.468514297793, 306.682192, 0, 16.67, 0.318514377502247, 1593.6, 0, 41508, 0, 0, 0, 0, 5, 
58, 7, 720, 281, 4.60459870556324, 20, 101, Accidental, 2, 36, 535, 549, 24.562136, 26.3784387932826, 106.138641777778, 0, 3.87, 0.294769335583063, 1730.97, 0, 325100, 0, 0, 4, 1, 31, 
59, 7, 765, 245, 1.97707481672936, 61, 89, Accidental, 1, 1, 16, 33, 8.1601128, 10.77914025599, 314.58851, NaN, 1.98, NaN, 218, 0, 3291, 0, 1, 0, 0, 0, 
60, 7, 779, 386, 12.8501687513732, 80, 225, Accidental, 1, 22, 553, 553, 24.9425388, 22.790421968372, 98.231295, 0, 12.85, 0.311164271266431, 1845.45, 0, 290789, 0, 0, 0, 0, 22, 
61, 7, 746, 101, 21.710436558803, 147, 252, Lightning, 2, 72, 1683, 1769, 19.8927088, 20.4370251978796, 46.0495463611111, 0, 21.19, 0.327926491992305, 1465.03, 0, 937821, 3, 3, 6, 0, 60, 
62, 7, 774, 58, 16.5305893051871, 177, 270, Accidental, 1, 4, 20, 58, 11.9194452, 10.7689769070715, 4.59007399999996, 0, 16.53, 0.318235420956267, 186.25, 0, 11850, 3, 1, 0, 0, 0, 
63, 7, 749, 388, 13.182746586796, 179, 223, Accidental, 2, 66, 913, 1429, 8.9780226, 12.7326036659609, 81.3472279848484, 0, 12.99, 0.31145830189114, 467.06, 0, 558563, 27, 19, 6, 2, 12, 
64, 7, 845, 104, 20.5629525655462, 185, 321, Accidental, 1, 20, 385, 462, 13.5506556, 15.2497816547964, 29.546487, 0, 20.56, 0.32608000085212, 444.4, 0, 183006, 2, 5, 6, 4, 3, 
65, 7, 978, 124, 14.6454673653647, 221, 247, Lightning, 1, 26, 378, 648, 6.3347472, 6.8685772171822, 65.394307, 0, 14.65, 0.314602822039151, 173.77, 0, 59622, 25, 1, 0, 0, 0, 
66, 7, 816, 343, 13.184170264893, 227, 235, Accidental, 2, 53, 618, 1330, 7.09210575849056, 6.72338629115378, 170.055353396226, 0, 13.34, 0.3120152494374, 182.94, 0, 334409, 50, 1, 1, 0, 1, 
67, 7, 844, 52, 23.8451793251516, 236, 362, Lightning, 1, 23, 523, 576, 16.710354, 16.3155634679731, 260.252796, 0, 23.85, 0.332538227093177, 657, 0, 181083, 1, 3, 4, 4, 11, 
68, 7, 692, 63, 16.5796433638594, 244, 271, Lightning, 1, 39, 448, 752, 12.9221221846154, 11.9740540713331, 244.554250230769, 0, 16.25, 0.317789104118791, 296.26, 0, 259652, 20, 13, 3, 1, 2, 
69, 7, 1023, 18, 15.9778872308542, 249, 264, Accidental, 1, 6, 31, 69, 7.5659004, 6.51625300318964, 277.048046, 0, 15.98, 0.317168054372783, 165, 0, 13378, 6, 0, 0, 0, 0, 
70, 7, 692, 576, 10.011997697896, 259, 223, Accidental, 1, 24, 402, 526, 16.1522166, 16.605112326457, 202.6470315, 0, 10.47, 0.305997471771841, 487.75, 0, 219926, 3, 9, 4, 1, 7, 
71, 7, 741, 261, 8.16135210506907, 279, 162, Accidental, 3, 53, 431, 684, 11.0020500679245, 12.1915900631495, 274.451044245283, 0, 8, 0.302095997618937, 257.43, 0, 203572, 25, 20, 5, 1, 2, 
72, 7, 700, 90, 8.75664084242058, 304, 153, Accidental, 3, 53, 826, 1105, 16.2995452301887, 17.9531037979809, 47.0556603396226, 0, 7.98, 0.302094634455413, 679.08, 0, 558989, 14, 12, 8, 1, 18, 
73, 8, 700, 236, 2.91834225888298, 26, 102, Accidental, 2, 25, 321, 503, 13.370676048, 13.3385280865858, 116.84062532, 0, 2.95, 0.292555068740052, 249.24, 0, 133354, 12, 6, 6, 0, 1, 
74, 8, 942, 80, 4.59913655648573, 47, 122, Accidental, 1, 8, 81, 147, 7.8595632, 6.94840241765557, 62.807378, 0, 4.6, 0.29563100398273, 166.38, 0, 19804, 7, 1, 0, 0, 0, 
75, 8, 790, 184, 5.83328403766132, 51, 202, Accidental, 2, 36, 1103, 1108, 23.3179426, 23.4582930483699, 91.7868595, 0, 7.86, 0.300723191451002, 1748.47, 0, 540757, 0, 1, 0, 0, 35, 
76, 8, 772, 83, 6.56031347095814, 64, 146, Accidental, 1, 19, 365, 495, 11.7040752, 11.5297418438892, 359.050707, 0, 6.56, 0.299282227251349, 287.42, 0, 128816, 4, 9, 5, 0, 1, 
77, 8, 922, 120, 19.6730797312192, 104, 310, Accidental, 1, 8, 202, 204, 19.6055496, 20.4485396466236, 88.764574, 0, 19.67, 0.324340243243091, 1786.38, 0, 70372, 0, 0, 0, 1, 7, 
78, 8, 765, 195, 13.1944214215972, 109, 229, Accidental, 1, 31, 440, 576, 13.1804496, 14.5598898990738, 103.336722, 0, 13.19, 0.311822024390511, 380.13, 0, 231607, 10, 5, 8, 3, 5, 
79, 8, 750, 275, 18.0884331702397, 130, 290, Accidental, 1, 3, 13, 21, 14.96682, 15.9618540903471, 139.885415, 0, 18.09, 0.321254161719903, 374.33, 0, 12443, 0, 1, 0, 2, 0, 
80, 8, 997, 92, 15.9732116243657, 131, 264, Accidental, 2, 58, 909, 1412, 9.35103283448276, 9.23913871214262, 186.366272448276, 0, 15.98, 0.317169740047239, 203.5, 0, 197996, 27, 27, 4, 0, 0, 
81, 8, 748, 378, 18.8425770014109, 151, 327, Lightning, 2, 96, 1693, 2286, 11.7059575875, 14.8712837785037, 123.413613166667, 0, 19.94, 0.324673989871687, 627.18, 0, 970290, 29, 23, 12, 3, 29, 
82, 8, 948, 152, 22.2682436017593, 182, 342, Accidental, 1, 15, 273, 426, 8.9445924, 8.70152081268956, 284.499862, 0, 22.27, 0.329427347134524, 196.8, 0, 53551, 11, 4, 0, 0, 0, 
83, 8, 874, 159, 24.0665895190599, 190, 364, Accidental, 1, 5, 123, 144, 12.122172, 18.7040046112084, 51.905963, 0, 24.07, 0.332976190562506, 967.2, 0, 62665, 0, 2, 1, 0, 2, 
84, 8, 1012, 63, 25.3443439029348, 199, 380, Lightning, 1, 3, 60, 71, 15.6828096, 14.4601162757733, 34.665945, 0, 25.34, 0.335509292543136, 372, 0, 20198, 0, 1, 1, 0, 1, 
85, 8, 946, 119, 18.8995351647736, 227, 300, Accidental, 1, 3, 53, 74, 8.5380516, 10.169928308187, 349.499472, 0, 18.9, 0.322831844885719, 228.33, 0, 6584, 0, 3, 0, 0, 0, 
86, 8, 707, 123, 19.8940977324432, 290, 303, Accidental, 1, 34, 592, 664, 17.3888449411765, 16.5729216053677, 52.5090747352941, 0, 19.78, 0.324538456234444, 856.24, 0, 329320, 1, 6, 3, 6, 18, 
87, 8, 696, 449, 14.9062138245655, 325, 250, Lightning, 1, 7, 137, 140, 16.5516264, 18.8354775708305, 285.465553, 0, 14.91, 0.315103939100855, 1020.14, 0, 123915, 0, 0, 0, 2, 5, 
88, 8, 795, 114, 19.4342042292551, 334, 307, Accidental, 1, 2, 41, 45, 17.5722048, 16.8482364743745, 97.964094, 0, 19.43, 0.323874048924177, 615.5, 0, 12126, 0, 0, 0, 1, 1, 
89, 9, 753, 482, 5.6010661940306, 45, 158, Accidental, 2, 36, 687, 766, 21.4483748, 20.8761447719819, 23.3661961666667, 0, 6.34, 0.298713523869574, 1084.39, 0, 380418, 2, 4, 2, 3, 25, 
90, 9, 718, 420, 5.67629928509143, 47, 122, Accidental, 2, 29, 605, 666, 17.4092051172414, 18.3455456565203, 101.745409448276, 0, 5.43, 0.297291141533289, 967.48, 0, 379689, 4, 2, 1, 2, 20, 
91, 9, 733, 322, 14.7117407532599, 73, 248, Accidental, 1, 10, 200, 206, 22.2439824, 24.033471386842, 80.600164, 0, 14.71, 0.314730149062645, 1566.2, 0, 118103, 0, 1, 0, 0, 9, 
92, 9, 690, 439, 16.7964157739918, 89, 274, Accidental, 1, 25, 582, 582, 27.1266012, 26.6742686837393, 66.720429, 0, 16.8, 0.318749460958629, 2000, 0, 414403, 0, 0, 0, 0, 25, 
93, 9, 791, 358, 22.9253590902347, 104, 350, Accidental, 1, 17, 420, 420, 26.7401016, 25.4421196412757, 72.961952, 0, 22.93, 0.330721867239858, 1917.76, 0, 218341, 0, 0, 0, 0, 17, 
94, 9, 718, 110, 18.2032672403065, 133, 291, Lightning, 1, 16, 210, 270, 19.618216875, 17.4050785026824, 105.91959925, 0, 18.37, 0.32170894501191, 474.88, 0, 128050, 3, 4, 3, 1, 5, 
95, 9, 757, 452, 12.6827012683214, 143, 222, Accidental, 1, 9, 113, 221, 7.8983136, 8.16943487008541, 63.166452, 0, 12.68, 0.310844571424552, 160.56, 0, 35812, 8, 1, 0, 0, 0, 
96, 9, 790, 84, 23.5887073134222, 163, 358, Lightning, 1, 6, 165, 165, 15.5095632, 16.5111274784815, 342.201323, 0, 23.59, 0.332031270729857, 730.17, 0, 49738, 0, 0, 0, 0, 6, 
97, 9, 963, 116, 20.1670283379076, 175, 316, Accidental, 1, 16, 282, 393, 10.6551504, 10.9452224814878, 305.619359, 0, 20.17, 0.325305348664006, 245.25, 0, 67718, 4, 8, 4, 0, 0, 
98, 9, 703, 205, 19.9490428927546, 189, 295, Accidental, 2, 78, 866, 1362, 12.8276739692308, 12.1797500748421, 27.4478822307693, 0, 19.45, 0.32410874836316, 276.08, 0, 423983, 26, 26, 13, 9, 4, 
99, 9, 979, 147, 18.9427175527795, 196, 301, Accidental, 1, 1, 15, 29, 8.7337116, 8.06880493510572, 270.895874, NaN, 18.94, NaN, 209, 0, 5889, 0, 1, 0, 0, 0, 
100, 9, 736, 105, 13.2693032050703, 198, 241, Accidental, 2, 60, 666, 1264, 7.29232961999999, 6.62164677230119, 312.0389018, 0, 13.63, 0.312422539165409, 221.77, 0, 344934, 49, 6, 1, 2, 2, 
101, 9, 766, 484, 18.1212583219255, 219, 290, Accidental, 1, 34, 381, 755, 9.84999102352942, 9.30480782761483, 19.6297145588235, 0, 18.07, 0.321282713094619, 170.44, 0, 156656, 28, 6, 0, 0, 0, 
102, 9, 694, 356, 11.7642149174356, 248, 211, Accidental, 1, 7, 64, 121, 8.2680768, 9.74221935773233, 292.149307, 0, 11.76, 0.309094370032117, 147.29, 0, 31544, 6, 1, 0, 0, 0, 
103, 9, 693, 384, 11.767739282939, 258, 211, Accidental, 1, 33, 365, 708, 6.18639349090909, 10.2517722377064, 21.1320738787878, 0, 11.6, 0.308779691832919, 337.15, 0, 254953, 25, 3, 2, 0, 3, 
104, 9, 816, 60, 19.6854025727548, 260, 310, Accidental, 1, 3, 48, 76, 15.6452184, 13.1246419297974, 97.391357, 0, 19.69, 0.324364302216278, 244, 0, 22093, 1, 2, 0, 0, 0, 
105, 9, 763, 178, 12.0866267013212, 293, 189, Accidental, 5, 175, 2887, 3397, 18.5155858285714, 18.5739949472833, 97.34170124, 0, 16.26, 0.31815323045909, 1017.89, 0, 1677170, 23, 24, 18, 14, 96, 
106, 9, 703, 553, 11.5832971531507, 317, 209, Accidental, 1, 8, 94, 153, 11.0243592, 12.9232726289843, 327.562976, 0, 11.58, 0.308750268749639, 255.25, 0, 46217, 4, 2, 1, 0, 1, 
107, 9, 749, 47, 12.5698374792836, 357, 344, Accidental, 2, 40, 1115, 1184, 17.93238048, 18.8228201664957, 278.858359, 0, 13.56, 0.312103771439383, 1221.48, 0, 448033, 0, 4, 4, 3, 29, 
108, 10, 876, 77, 6.50416824282404, 1, 145, Accidental, 1, 14, 342, 342, 29.7227196, 29.2419236306334, 121.214947, 0, 6.5, 0.299177340107246, 2000, 0, 102838, 0, 0, 0, 0, 14, 
109, 10, 689, 371, 2.29666530213958, 7, 98, Accidental, 3, 40, 502, 844, 8.39399436, 8.46828695148626, 173.803032825, 0, 2.76, 0.292161714042602, 183.55, 0, 175324, 30, 9, 0, 0, 1, 
110, 10, 697, 438, 8.54143855705516, 51, 171, Accidental, 1, 4, 47, 47, 26.7121512, 31.4506720026353, 106.402808, 0, 8.54, 0.302996680374126, 2000, 0, 49442, 0, 0, 0, 0, 4, 
111, 10, 716, 173, 13.106699018472, 110, 228, Accidental, 1, 3, 80, 94, 11.9324376, 14.2359354632764, 86.314408, 0, 13.11, 0.311654343663303, 352.67, 0, 23358, 0, 1, 2, 0, 0, 
112, 10, 790, 281, 24.8735361622246, 112, 374, Accidental, 1, 2, 98, 98, 34.6046004, 33.9208302404094, 152.282847, 0, 24.87, 0.33457482150299, 2000, 0, 41970, 0, 0, 0, 0, 2, 
113, 10, 717, 269, 18.4202010176867, 150, 294, Accidental, 1, 10, 87, 130, 11.9211012, 12.1201794947311, 24.179369, 0, 18.42, 0.321898996402509, 240, 0, 51141, 4, 5, 1, 0, 0, 
114, 10, 903, 177, 18.0566960639673, 152, 289, Accidental, 1, 4, 118, 130, 15.5035584, 16.2686755550911, 149.385596, 0, 18.06, 0.321192512118098, 504.25, 0, 34465, 1, 0, 0, 1, 2, 
115, 10, 836, 207, 19.9798882561264, 182, 313, Accidental, 1, 4, 59, 103, 10.3256928, 8.61820662972763, 101.285599, 0, 19.98, 0.324939528473155, 188.75, 0, 31893, 3, 0, 1, 0, 0, 
116, 10, 745, 189, 20.6410823227131, 194, 322, Lightning, 1, 28, 268, 342, 15.4334844, 15.2797952299791, 243.170642, 0, 20.64, 0.32623297938873, 443.11, 0, 158376, 3, 9, 7, 3, 6, 
117, 10, 738, 314, 21.3794084722017, 204, 302, Accidental, 2, 56, 799, 961, 14.8885940571429, 16.1613990680308, 108.067107410714, 0, 21.25, 0.327597687115539, 568.04, 0, 452626, 7, 14, 4, 10, 21, 
118, 10, 776, 217, 17.6294037631092, 205, 284, Lightning, 1, 22, 277, 425, 9.91064912727272, 12.1610133826071, 104.546398363636, 0, 18.03, 0.321324272425979, 315.95, 0, 145597, 12, 6, 0, 1, 3, 
119, 10, 876, 109, 25.2737273922189, 245, 304, Lightning, 2, 101, 2053, 2418, 14.7492093386139, 14.4970712632495, 35.0433020594059, 0, 22.99, 0.331995318960894, 623.48, 0, 859943, 15, 18, 15, 10, 43, 
120, 10, 727, 541, 20.3825962808871, 250, 282, Lightning, 4, 155, 3104, 3958, 14.0203881058064, 14.3758862274735, 246.900349864516, 0, 19.23, 0.323875630629048, 573.21, 0, 1538008, 32, 36, 26, 14, 47, 
121, 10, 751, 416, 19.8092740148529, 290, 311, Lightning, 1, 34, 750, 764, 24.1301844, 23.3436808257897, 21.870448, 0, 19.81, 0.324606198911037, 1513.38, 0, 497148, 0, 1, 2, 2, 29, 
122, 10, 715, 227, 15.8471117249053, 308, 262, Accidental, 1, 6, 78, 128, 11.0405736, 9.7103392710314, 359.073443, 0, 15.85, 0.316915784094096, 204.67, 0, 23352, 2, 4, 0, 0, 0, 
