"","fire_names_manydays[j]","as.character(date_char)","X11_Ecoregions.1","Interpolated_FuelMap","SAPPS_aspect_inverted_atModelRes","SAPPS_Slope_ChrisArcmapprocess_modelres","X11_Ecoregions.2","X11_Ecoregions","spread_success","Area_expansion"
"7781","PARTY ROCK","2016-11-06",5,2479,354.288024902344,39.5607643127441,22.72,2.246962,1,1357.84845831077
"7782","PARTY ROCK","2016-11-06",5,2479,18.7855224609375,32.2327728271484,22.72,2.246962,1,1357.84845831077
"7783","PARTY ROCK","2016-11-06",5,2245,45.2333374023438,25.2593841552734,22.72,2.246962,1,1357.84845831077
"7784","PARTY ROCK","2016-11-06",5,2479,44.7994079589844,30.9759349822998,22.72,2.246962,1,1357.84845831077
"7785","PARTY ROCK","2016-11-06",5,2220,289.117065429688,23.8419570922852,22.72,2.246962,1,1357.84845831077
"7786","PARTY ROCK","2016-11-06",5,2168,269.345977783203,47.8129463195801,22.72,2.246962,1,1357.84845831077
"7787","PARTY ROCK","2016-11-06",5,2163,319.480346679688,19.3980522155762,22.72,2.246962,1,1357.84845831077
"7788","PARTY ROCK","2016-11-06",5,1796,42.3331298828125,35.072696685791,22.72,2.246962,1,1357.84845831077
"7789","PARTY ROCK","2016-11-06",5,1796,344.534820556641,28.8465461730957,22.72,2.246962,1,1357.84845831077
"7790","PARTY ROCK","2016-11-06",5,2479,13.3036193847656,33.1705932617188,22.72,2.246962,1,1357.84845831077
"7791","PARTY ROCK","2016-11-06",5,2294,44.907470703125,25.4772796630859,22.72,2.246962,1,1357.84845831077
"7792","PARTY ROCK","2016-11-06",5,2294,8.04891967773438,26.3066349029541,22.72,2.246962,1,1357.84845831077
"7793","PARTY ROCK","2016-11-06",5,1991,273.346862792969,40.8229446411133,22.72,2.246962,1,1357.84845831077
"7794","PARTY ROCK","2016-11-06",5,2168,265.478057861328,45.498363494873,22.72,2.246962,1,1357.84845831077
"7795","PARTY ROCK","2016-11-06",5,2163,56.9330139160156,25.6500091552734,22.72,2.246962,1,1357.84845831077
"7796","PARTY ROCK","2016-11-06",5,1921,72.2905883789062,33.7063446044922,22.72,2.246962,1,1357.84845831077
"7797","PARTY ROCK","2016-11-06",5,2295,8.58221435546875,28.123363494873,22.72,2.246962,1,1357.84845831077
"7798","PARTY ROCK","2016-11-06",5,2487,13.4166564941406,44.3971748352051,22.72,2.246962,1,1357.84845831077
"7799","PARTY ROCK","2016-11-06",5,1895,35.3201904296875,34.984073638916,22.72,2.246962,1,1357.84845831077
"7800","PARTY ROCK","2016-11-06",5,2487,259.813354492188,41.2377853393555,22.72,2.246962,1,1357.84845831077
"7801","PARTY ROCK","2016-11-06",5,2104,261.975006103516,42.5393714904785,22.72,2.246962,1,1357.84845831077
"7802","PARTY ROCK","2016-11-06",5,2649,80.3841247558594,25.090311050415,22.72,2.246962,1,1357.84845831077
"7803","PARTY ROCK","2016-11-06",5,2295,81.77978515625,30.7228088378906,22.72,2.246962,1,1357.84845831077
"7804","PARTY ROCK","2016-11-06",5,1789,47.9977416992188,27.4004058837891,22.72,2.246962,1,1357.84845831077
"7805","PARTY ROCK","2016-11-06",5,1789,14.1015625,32.7354583740234,22.72,2.246962,1,1357.84845831077
"7806","PARTY ROCK","2016-11-06",5,2104,268.154083251953,35.6706390380859,22.72,2.246962,1,1357.84845831077
"7807","PARTY ROCK","2016-11-06",5,2295,64.9993896484375,38.1928825378418,22.72,2.246962,1,1357.84845831077
"7808","PARTY ROCK","2016-11-06",5,2295,55.2991333007812,40.4170532226562,22.72,2.246962,1,1357.84845831077
"7809","PARTY ROCK","2016-11-06",5,2295,61.7915344238281,43.7942657470703,22.72,2.246962,1,1357.84845831077
"7810","PARTY ROCK","2016-11-06",3,2006,61.1585998535156,52.1657409667969,21.22,2.429084,1,1357.84845831077
"7811","PARTY ROCK","2016-11-06",5,2189,63.5441589355469,35.2316207885742,22.72,2.246962,1,1357.84845831077
"7812","PARTY ROCK","2016-11-06",3,2478,72.6726379394531,43.5685081481934,21.22,2.429084,1,1357.84845831077
"7813","PARTY ROCK","2016-11-06",3,2496,77.4636840820312,31.1128597259521,21.22,2.429084,1,1357.84845831077
"7814","PARTY ROCK","2016-11-06",3,2478,65.652587890625,32.7483901977539,21.22,2.429084,1,1357.84845831077
"7815","PARTY ROCK","2016-11-06",3,2478,73.9468994140625,28.3180332183838,21.22,2.429084,1,1357.84845831077
"7816","PARTY ROCK","2016-11-06",3,2478,71.5655822753906,28.2715263366699,21.22,2.429084,1,1357.84845831077
"7817","PARTY ROCK","2016-11-06",3,2574,80.2586975097656,23.2595996856689,21.22,2.429084,1,1357.84845831077
"7818","PARTY ROCK","2016-11-06",3,2565,80.2322387695312,26.3833656311035,21.22,2.429084,1,1357.84845831077
"7819","PARTY ROCK","2016-11-06",3,2478,80.0368041992188,24.171422958374,21.22,2.429084,1,1357.84845831077
"7820","PARTY ROCK","2016-11-06",3,2478,84.8581848144531,21.819673538208,21.22,2.429084,1,1357.84845831077
"7821","PARTY ROCK","2016-11-06",3,2478,92.5642700195312,22.9414501190186,21.22,2.429084,1,1357.84845831077
"7822","PARTY ROCK","2016-11-06",3,2489,71.3602905273438,16.1648216247559,21.22,2.429084,1,1357.84845831077
"7823","PARTY ROCK","2016-11-06",3,2489,77.7135314941406,23.751802444458,21.22,2.429084,1,1357.84845831077
"7824","PARTY ROCK","2016-11-06",3,2488,62.4441528320312,31.8438053131104,21.22,2.429084,1,1357.84845831077
"7825","PARTY ROCK","2016-11-06",3,2401,75.1597900390625,31.0312690734863,21.22,2.429084,1,1357.84845831077
"7826","PARTY ROCK","2016-11-06",3,2401,71.75048828125,35.5197982788086,21.22,2.429084,1,1357.84845831077
"7827","PARTY ROCK","2016-11-06",3,2426,301.681823730469,29.4807167053223,21.22,2.429084,1,1357.84845831077
"7828","PARTY ROCK","2016-11-06",3,2399,285.12158203125,36.8684349060059,21.22,2.429084,1,1357.84845831077
"7829","PARTY ROCK","2016-11-06",3,2386,292.158203125,38.8952941894531,21.22,2.429084,1,1357.84845831077
"7830","PARTY ROCK","2016-11-06",3,2403,343.476501464844,19.4056816101074,21.22,2.429084,1,1357.84845831077
"7831","PARTY ROCK","2016-11-06",3,2409,89.7212829589844,8.68128490447998,21.22,2.429084,1,1357.84845831077
"7832","PARTY ROCK","2016-11-06",3,2408,112.679534912109,37.753246307373,21.22,2.429084,1,1357.84845831077
"7833","PARTY ROCK","2016-11-06",3,2426,239.544143676758,30.9955520629883,21.22,2.429084,1,1357.84845831077
"7834","PARTY ROCK","2016-11-06",3,2379,283.866455078125,37.4857406616211,21.22,2.429084,1,1357.84845831077
"7835","PARTY ROCK","2016-11-06",3,2808,317.164886474609,33.0200119018555,21.22,2.429084,1,1357.84845831077
"7836","PARTY ROCK","2016-11-06",3,2379,336.627716064453,42.2557182312012,21.22,2.429084,1,1357.84845831077
"7837","PARTY ROCK","2016-11-06",3,2488,118.543701171875,25.8269329071045,21.22,2.429084,1,1357.84845831077
"7838","PARTY ROCK","2016-11-06",3,2426,76.1290283203125,25.8745937347412,21.22,2.429084,1,1357.84845831077
"7839","PARTY ROCK","2016-11-06",3,2379,325.014892578125,48.7993354797363,21.22,2.429084,1,1357.84845831077
"7840","PARTY ROCK","2016-11-06",3,2471,334.638305664062,26.1215152740479,21.22,2.429084,1,1357.84845831077
"7841","PARTY ROCK","2016-11-06",3,2404,325.622741699219,36.0695304870605,21.22,2.429084,1,1357.84845831077
"7842","PARTY ROCK","2016-11-06",3,2483,91.5236206054688,35.2066192626953,21.22,2.429084,1,1357.84845831077
"7843","PARTY ROCK","2016-11-06",3,2373,357.649810791016,16.9842300415039,21.22,2.429084,1,1357.84845831077
"7844","PARTY ROCK","2016-11-06",3,2399,320.823120117188,31.2634048461914,21.22,2.429084,1,1357.84845831077
"7845","PARTY ROCK","2016-11-06",3,2373,312.852142333984,17.4428958892822,21.22,2.429084,1,1357.84845831077
"7846","PARTY ROCK","2016-11-06",3,2399,62.1668090820312,20.5153160095215,21.22,2.429084,1,1357.84845831077
"7847","PARTY ROCK","2016-11-06",3,2330,355.492309570312,32.2625160217285,21.22,2.429084,1,1357.84845831077
"7848","PARTY ROCK","2016-11-06",3,2373,298.428436279297,16.7117481231689,21.22,2.429084,1,1357.84845831077
"7849","PARTY ROCK","2016-11-06",3,2399,312.509918212891,29.1336631774902,21.22,2.429084,1,1357.84845831077
"7850","PARTY ROCK","2016-11-06",3,2459,76.0689697265625,38.6942367553711,21.22,2.429084,1,1357.84845831077
"7851","PARTY ROCK","2016-11-06",3,2383,282.564636230469,22.7690334320068,21.22,2.429084,1,1357.84845831077
"7852","PARTY ROCK","2016-11-06",3,2382,291.874603271484,17.1340179443359,21.22,2.429084,1,1357.84845831077
"7853","PARTY ROCK","2016-11-06",3,2382,84.473876953125,30.0476188659668,21.22,2.429084,1,1357.84845831077
"7854","PARTY ROCK","2016-11-06",3,2462,96.16796875,31.9678421020508,21.22,2.429084,1,1357.84845831077
"7855","CLIFFSIDE","2016-11-08",5,1850,36.4892578125,20.8213233947754,24.18,2.534979,0,3928.68026935725
"7856","CLIFFSIDE","2016-11-08",5,2479,13.96826171875,34.6274490356445,24.18,2.534979,0,3928.68026935725
"7857","CLIFFSIDE","2016-11-08",5,2479,41.4466552734375,16.8042392730713,24.18,2.534979,0,3928.68026935725
"7858","CLIFFSIDE","2016-11-08",5,1797,57.9192504882812,31.6073551177979,24.18,2.534979,0,3928.68026935725
"7859","CLIFFSIDE","2016-11-08",5,2175,86.3161010742188,30.2338085174561,24.18,2.534979,0,3928.68026935725
"7860","CLIFFSIDE","2016-11-08",5,2175,86.4730224609375,34.5064468383789,24.18,2.534979,0,3928.68026935725
"7861","CLIFFSIDE","2016-11-08",5,2326,58.3394775390625,29.9788932800293,24.18,2.534979,0,3928.68026935725
"7862","CLIFFSIDE","2016-11-08",5,2175,57.7560119628906,39.0798377990723,24.18,2.534979,0,3928.68026935725
"7863","CLIFFSIDE","2016-11-08",5,2243,51.53564453125,17.9230651855469,24.18,2.534979,0,3928.68026935725
"7864","CLIFFSIDE","2016-11-08",5,2198,54.0486450195312,33.5479507446289,24.18,2.534979,0,3928.68026935725
"7865","CLIFFSIDE","2016-11-08",3,2427,92.6349182128906,34.5856475830078,22.45,2.777815,0,3928.68026935725
"7866","CLIFFSIDE","2016-11-08",3,2478,83.296875,21.212911605835,22.45,2.777815,0,3928.68026935725
"7867","CLIFFSIDE","2016-11-08",3,2840,52.3088073730469,44.1506004333496,22.45,2.777815,0,3928.68026935725
"7868","CLIFFSIDE","2016-11-08",3,2471,49.0739135742188,20.8611602783203,22.45,2.777815,0,3928.68026935725
"7869","CLIFFSIDE","2016-11-08",3,2409,49.9645385742188,13.6913890838623,22.45,2.777815,0,3928.68026935725
"7870","CLIFFSIDE","2016-11-08",3,2909,145.740356445312,8.0425386428833,22.45,2.777815,0,3928.68026935725
"7871","CLIFFSIDE","2016-11-08",3,2522,101.627380371094,38.8549003601074,22.45,2.777815,0,3928.68026935725
"7872","CLIFFSIDE","2016-11-08",3,2395,85.794189453125,32.9614868164062,22.45,2.777815,0,3928.68026935725
"7873","CLIFFSIDE","2016-11-08",3,2393,303.323944091797,20.93115234375,22.45,2.777815,0,3928.68026935725
"7874","CLIFFSIDE","2016-11-08",3,2398,287.018218994141,18.3106212615967,22.45,2.777815,0,3928.68026935725
"7875","CLIFFSIDE","2016-11-08",3,2640,318.967407226562,26.7761631011963,22.45,2.777815,0,3928.68026935725
"7876","CLIFFSIDE","2016-11-08",3,2462,332.455627441406,21.497106552124,22.45,2.777815,0,3928.68026935725
"7877","CLIFFSIDE","2016-11-08",5,2131,54.784423828125,31.0370197296143,24.18,2.534979,0,3928.68026935725
"7878","CLIFFSIDE","2016-11-08",5,2168,273.762420654297,46.9408798217773,24.18,2.534979,0,3928.68026935725
"7879","CLIFFSIDE","2016-11-08",3,2403,18.0382690429688,32.3859672546387,22.45,2.777815,0,3928.68026935725
"7880","CLIFFSIDE","2016-11-08",3,2403,330.606323242188,32.3715019226074,22.45,2.777815,0,3928.68026935725
"7881","CLIFFSIDE","2016-11-08",3,2460,313.384429931641,25.4220199584961,22.45,2.777815,0,3928.68026935725
"7882","CLIFFSIDE","2016-11-08",3,2373,319.882843017578,33.2734832763672,22.45,2.777815,0,3928.68026935725
"7883","CLIFFSIDE","2016-11-08",5,2490,51.5731811523438,26.688419342041,24.18,2.534979,0,3928.68026935725
"7884","CLIFFSIDE","2016-11-08",5,1991,18.7142944335938,14.7883386611938,24.18,2.534979,0,3928.68026935725
"7885","CLIFFSIDE","2016-11-08",5,2131,358.41064453125,32.1576995849609,24.18,2.534979,0,3928.68026935725
"7886","CLIFFSIDE","2016-11-08",5,2163,286.019958496094,26.3694152832031,24.18,2.534979,0,3928.68026935725
"7887","CLIFFSIDE","2016-11-08",3,2365,20.6464538574219,25.2112464904785,22.45,2.777815,0,3928.68026935725
"7888","CLIFFSIDE","2016-11-08",3,2381,310.642395019531,26.9622535705566,22.45,2.777815,0,3928.68026935725
"7889","CLIFFSIDE","2016-11-08",3,2373,56.8828735351562,34.4662208557129,22.45,2.777815,0,3928.68026935725
"7890","CLIFFSIDE","2016-11-08",3,2641,285.4755859375,19.8195457458496,22.45,2.777815,0,3928.68026935725
"7891","CLIFFSIDE","2016-11-08",3,2462,253.506484985352,13.8684577941895,22.45,2.777815,0,3928.68026935725
"7892","CLIFFSIDE","2016-11-08",10,1936,74.0405883789062,23.2160930633545,24.56,2.568741,1,3928.68026935725
"7893","CLIFFSIDE","2016-11-08",10,1506,163.212921142578,19.5850086212158,24.56,2.568741,1,3928.68026935725
"7894","CLIFFSIDE","2016-11-08",10,1404,319.258850097656,17.0128993988037,24.56,2.568741,1,3928.68026935725
"7895","CLIFFSIDE","2016-11-08",10,1829,39.7254638671875,10.5391149520874,24.56,2.568741,1,3928.68026935725
"7896","CLIFFSIDE","2016-11-08",10,2310,50.12353515625,15.4251689910889,24.56,2.568741,1,3928.68026935725
"7897","CLIFFSIDE","2016-11-08",10,2310,34.8903198242188,30.7010650634766,24.56,2.568741,1,3928.68026935725
"7898","CLIFFSIDE","2016-11-08",10,1978,295.945953369141,41.7288246154785,24.56,2.568741,1,3928.68026935725
"7899","CLIFFSIDE","2016-11-08",10,1986,10.0584106445312,22.5053863525391,24.56,2.568741,1,3928.68026935725
"7900","CLIFFSIDE","2016-11-08",10,2257,316.945617675781,19.5497016906738,24.56,2.568741,1,3928.68026935725
"7901","CLIFFSIDE","2016-11-08",10,2261,290.299285888672,25.0726928710938,24.56,2.568741,1,3928.68026935725
"7902","CLIFFSIDE","2016-11-08",10,2261,16.3334350585938,9.85870933532715,24.56,2.568741,1,3928.68026935725
"7903","CLIFFSIDE","2016-11-08",10,1844,43.8822021484375,9.86830139160156,24.56,2.568741,1,3928.68026935725
"7904","CLIFFSIDE","2016-11-08",10,2002,38.8431091308594,21.8169860839844,24.56,2.568741,1,3928.68026935725
"7905","CLIFFSIDE","2016-11-08",10,2176,45.1859741210938,25.7888355255127,24.56,2.568741,1,3928.68026935725
"7906","CLIFFSIDE","2016-11-08",5,2142,5.74234008789062,32.6353988647461,24.18,2.534979,1,3928.68026935725
"7907","CLIFFSIDE","2016-11-08",5,2101,299.369262695312,50.2514495849609,24.18,2.534979,1,3928.68026935725
"7908","CLIFFSIDE","2016-11-08",10,1595,45.576416015625,21.605354309082,24.56,2.568741,1,3928.68026935725
"7909","CLIFFSIDE","2016-11-08",10,1986,46.5770263671875,27.8533878326416,24.56,2.568741,1,3928.68026935725
"7910","CLIFFSIDE","2016-11-08",10,1986,355.802032470703,22.4783592224121,24.56,2.568741,1,3928.68026935725
"7911","CLIFFSIDE","2016-11-08",10,1899,292.216278076172,22.0903987884521,24.56,2.568741,1,3928.68026935725
"7912","CLIFFSIDE","2016-11-08",10,2257,307.060272216797,14.4596643447876,24.56,2.568741,1,3928.68026935725
"7913","CLIFFSIDE","2016-11-08",10,2261,29.054443359375,10.5534019470215,24.56,2.568741,1,3928.68026935725
"7914","CLIFFSIDE","2016-11-08",5,2165,53.4036865234375,18.6581192016602,24.18,2.534979,1,3928.68026935725
"7915","CLIFFSIDE","2016-11-08",5,2490,51.5731811523438,26.688419342041,24.18,2.534979,1,3928.68026935725
"7916","CLIFFSIDE","2016-11-08",5,2142,47.4461059570312,28.1467952728271,24.18,2.534979,1,3928.68026935725
"7917","CLIFFSIDE","2016-11-08",5,2142,0.934417724609375,27.7753582000732,24.18,2.534979,1,3928.68026935725
"7918","CLIFFSIDE","2016-11-08",5,2142,303.619720458984,49.1291656494141,24.18,2.534979,1,3928.68026935725
"7919","CLIFFSIDE","2016-11-08",5,2165,338.142852783203,18.918758392334,24.18,2.534979,1,3928.68026935725
"7920","CLIFFSIDE","2016-11-08",10,1684,119.6669921875,16.0793952941895,24.56,2.568741,1,3928.68026935725
"7921","CLIFFSIDE","2016-11-08",10,2279,107.789901733398,26.2238101959229,24.56,2.568741,1,3928.68026935725
"7922","CLIFFSIDE","2016-11-08",10,1542,64.8621826171875,19.3604164123535,24.56,2.568741,1,3928.68026935725
"7923","CLIFFSIDE","2016-11-08",10,1764,292.674682617188,10.6406784057617,24.56,2.568741,1,3928.68026935725
"7924","CLIFFSIDE","2016-11-08",5,2295,347.698455810547,8.83991146087646,24.18,2.534979,1,3928.68026935725
"7925","CLIFFSIDE","2016-11-08",5,1991,18.7142944335938,14.7883386611938,24.18,2.534979,1,3928.68026935725
"7926","CLIFFSIDE","2016-11-08",5,1850,36.4892578125,20.8213233947754,24.18,2.534979,1,3928.68026935725
"7927","CLIFFSIDE","2016-11-08",5,2131,54.784423828125,31.0370197296143,24.18,2.534979,1,3928.68026935725
"7928","CLIFFSIDE","2016-11-08",5,2131,358.41064453125,32.1576995849609,24.18,2.534979,1,3928.68026935725
"7929","CLIFFSIDE","2016-11-08",5,2168,293.849487304688,39.7759132385254,24.18,2.534979,1,3928.68026935725
"7930","CLIFFSIDE","2016-11-08",5,2163,312.131591796875,34.2717361450195,24.18,2.534979,1,3928.68026935725
"7931","CLIFFSIDE","2016-11-08",10,1870,147.957962036133,5.88270282745361,24.56,2.568741,1,3928.68026935725
"7932","CLIFFSIDE","2016-11-08",10,2279,114.454574584961,17.9533290863037,24.56,2.568741,1,3928.68026935725
"7933","CLIFFSIDE","2016-11-08",10,1982,119.833312988281,16.5087070465088,24.56,2.568741,1,3928.68026935725
"7934","CLIFFSIDE","2016-11-08",5,2479,351.331298828125,18.5747051239014,24.18,2.534979,1,3928.68026935725
"7935","CLIFFSIDE","2016-11-08",5,2479,13.96826171875,34.6274490356445,24.18,2.534979,1,3928.68026935725
"7936","CLIFFSIDE","2016-11-08",5,2168,273.762420654297,46.9408798217773,24.18,2.534979,1,3928.68026935725
"7937","CLIFFSIDE","2016-11-08",5,2163,286.019958496094,26.3694152832031,24.18,2.534979,1,3928.68026935725
"7938","CLIFFSIDE","2016-11-08",10,1613,84.7589111328125,5.53031349182129,24.56,2.568741,1,3928.68026935725
"7939","CLIFFSIDE","2016-11-08",5,2085,89.6377563476562,10.6534147262573,24.18,2.534979,1,3928.68026935725
"7940","CLIFFSIDE","2016-11-08",5,2220,72.6028747558594,31.1678409576416,24.18,2.534979,1,3928.68026935725
"7941","CLIFFSIDE","2016-11-08",5,2479,41.4466552734375,16.8042392730713,24.18,2.534979,1,3928.68026935725
"7942","CLIFFSIDE","2016-11-08",5,2045,64.5928955078125,10.1026659011841,24.18,2.534979,1,3928.68026935725
"7943","CLIFFSIDE","2016-11-08",5,2085,65.21044921875,12.8160734176636,24.18,2.534979,1,3928.68026935725
"7944","CLIFFSIDE","2016-11-08",5,2454,64.858642578125,37.9489669799805,24.18,2.534979,1,3928.68026935725
"7945","CLIFFSIDE","2016-11-08",5,1797,57.9192504882812,31.6073551177979,24.18,2.534979,1,3928.68026935725
"7946","CLIFFSIDE","2016-11-08",5,2488,53.6568603515625,11.7051410675049,24.18,2.534979,1,3928.68026935725
"7947","CLIFFSIDE","2016-11-08",5,2239,65.8352661132812,12.6114826202393,24.18,2.534979,1,3928.68026935725
"7948","CLIFFSIDE","2016-11-08",5,2176,80.7090454101562,30.212287902832,24.18,2.534979,1,3928.68026935725
"7949","CLIFFSIDE","2016-11-08",5,2175,86.3161010742188,30.2338085174561,24.18,2.534979,1,3928.68026935725
"7950","CLIFFSIDE","2016-11-08",5,2203,40.8912353515625,16.8702487945557,24.18,2.534979,1,3928.68026935725
"7951","CLIFFSIDE","2016-11-08",5,2203,52.9125366210938,11.4357814788818,24.18,2.534979,1,3928.68026935725
"7952","CLIFFSIDE","2016-11-08",5,2176,75.5667114257812,26.4034690856934,24.18,2.534979,1,3928.68026935725
"7953","CLIFFSIDE","2016-11-08",5,2175,86.4730224609375,34.5064468383789,24.18,2.534979,1,3928.68026935725
"7954","CLIFFSIDE","2016-11-08",5,2019,50.65869140625,13.9001932144165,24.18,2.534979,1,3928.68026935725
"7955","CLIFFSIDE","2016-11-08",5,1999,54.3516235351562,24.4318504333496,24.18,2.534979,1,3928.68026935725
"7956","CLIFFSIDE","2016-11-08",5,2203,41.7960815429688,26.6312713623047,24.18,2.534979,1,3928.68026935725
"7957","CLIFFSIDE","2016-11-08",5,2219,43.9420776367188,24.7704296112061,24.18,2.534979,1,3928.68026935725
"7958","CLIFFSIDE","2016-11-08",5,2326,58.3394775390625,29.9788932800293,24.18,2.534979,1,3928.68026935725
"7959","CLIFFSIDE","2016-11-08",5,2476,40.3474426269531,19.439769744873,24.18,2.534979,1,3928.68026935725
"7960","CLIFFSIDE","2016-11-08",5,2150,47.0846557617188,21.7952880859375,24.18,2.534979,1,3928.68026935725
"7961","CLIFFSIDE","2016-11-08",5,2176,50.5402221679688,32.562255859375,24.18,2.534979,1,3928.68026935725
"7962","CLIFFSIDE","2016-11-08",5,2176,50.5508422851562,36.3590469360352,24.18,2.534979,1,3928.68026935725
"7963","CLIFFSIDE","2016-11-08",5,2175,57.7560119628906,39.0798377990723,24.18,2.534979,1,3928.68026935725
"7964","CLIFFSIDE","2016-11-08",5,2501,58.779541015625,28.2213592529297,24.18,2.534979,1,3928.68026935725
"7965","CLIFFSIDE","2016-11-08",5,2260,43.8419799804688,30.555814743042,24.18,2.534979,1,3928.68026935725
"7966","CLIFFSIDE","2016-11-08",5,2243,43.3370361328125,28.2344760894775,24.18,2.534979,1,3928.68026935725
"7967","CLIFFSIDE","2016-11-08",5,2243,51.53564453125,17.9230651855469,24.18,2.534979,1,3928.68026935725
"7968","CLIFFSIDE","2016-11-08",5,2173,66.5495910644531,24.0268211364746,24.18,2.534979,1,3928.68026935725
"7969","CLIFFSIDE","2016-11-08",5,2123,54.4222717285156,27.8324890136719,24.18,2.534979,1,3928.68026935725
"7970","CLIFFSIDE","2016-11-08",5,2198,44.44287109375,25.4436473846436,24.18,2.534979,1,3928.68026935725
"7971","CLIFFSIDE","2016-11-08",5,2198,54.0486450195312,33.5479507446289,24.18,2.534979,1,3928.68026935725
"7972","CLIFFSIDE","2016-11-08",5,2146,52.9155883789062,33.8106498718262,24.18,2.534979,1,3928.68026935725
"7973","CLIFFSIDE","2016-11-08",5,2501,82.7025756835938,20.653938293457,24.18,2.534979,1,3928.68026935725
"7974","CLIFFSIDE","2016-11-08",5,1781,103.770812988281,31.6533107757568,24.18,2.534979,1,3928.68026935725
"7975","CLIFFSIDE","2016-11-08",5,2198,111.381546020508,24.3136329650879,24.18,2.534979,1,3928.68026935725
"7976","CLIFFSIDE","2016-11-08",3,2427,92.6349182128906,34.5856475830078,22.45,2.777815,1,3928.68026935725
"7977","CLIFFSIDE","2016-11-08",5,2501,88.2711791992188,14.0159072875977,24.18,2.534979,1,3928.68026935725
"7978","CLIFFSIDE","2016-11-08",5,2277,103.1611328125,16.7812328338623,24.18,2.534979,1,3928.68026935725
"7979","CLIFFSIDE","2016-11-08",5,2244,95.9738464355469,16.8695735931396,24.18,2.534979,1,3928.68026935725
"7980","CLIFFSIDE","2016-11-08",3,2181,85.4857788085938,47.4219245910645,22.45,2.777815,1,3928.68026935725
"7981","CLIFFSIDE","2016-11-08",3,2478,83.296875,21.212911605835,22.45,2.777815,1,3928.68026935725
"7982","CLIFFSIDE","2016-11-08",5,2245,55.0889587402344,24.7665328979492,24.18,2.534979,1,3928.68026935725
"7983","CLIFFSIDE","2016-11-08",5,2504,37.6179504394531,31.0949668884277,24.18,2.534979,1,3928.68026935725
"7984","CLIFFSIDE","2016-11-08",3,2840,39.6328430175781,32.9652061462402,22.45,2.777815,1,3928.68026935725
"7985","CLIFFSIDE","2016-11-08",3,2840,52.3088073730469,44.1506004333496,22.45,2.777815,1,3928.68026935725
"7986","CLIFFSIDE","2016-11-08",5,1818,50.6085815429688,28.1582527160645,24.18,2.534979,1,3928.68026935725
"7987","CLIFFSIDE","2016-11-08",3,2618,42.337646484375,46.6724662780762,22.45,2.777815,1,3928.68026935725
"7988","CLIFFSIDE","2016-11-08",3,2101,30.72119140625,49.666259765625,22.45,2.777815,1,3928.68026935725
"7989","CLIFFSIDE","2016-11-08",3,2479,25.1870422363281,18.8264446258545,22.45,2.777815,1,3928.68026935725
"7990","CLIFFSIDE","2016-11-08",3,2471,49.0739135742188,20.8611602783203,22.45,2.777815,1,3928.68026935725
"7991","CLIFFSIDE","2016-11-08",5,2298,81.0499267578125,34.5322189331055,24.18,2.534979,1,3928.68026935725
"7992","CLIFFSIDE","2016-11-08",5,2015,80.3094482421875,16.6585674285889,24.18,2.534979,1,3928.68026935725
"7993","CLIFFSIDE","2016-11-08",3,2417,76.904052734375,53.4512176513672,22.45,2.777815,1,3928.68026935725
"7994","CLIFFSIDE","2016-11-08",3,2919,56.6083984375,15.3719625473022,22.45,2.777815,1,3928.68026935725
"7995","CLIFFSIDE","2016-11-08",3,2479,9.80630493164062,10.667631149292,22.45,2.777815,1,3928.68026935725
"7996","CLIFFSIDE","2016-11-08",3,2409,49.9645385742188,13.6913890838623,22.45,2.777815,1,3928.68026935725
"7997","CLIFFSIDE","2016-11-08",3,2403,18.0382690429688,32.3859672546387,22.45,2.777815,1,3928.68026935725
"7998","CLIFFSIDE","2016-11-08",3,2403,102.413879394531,29.7554378509521,22.45,2.777815,1,3928.68026935725
"7999","CLIFFSIDE","2016-11-08",5,1723,115.702789306641,36.9991493225098,24.18,2.534979,1,3928.68026935725
"8000","CLIFFSIDE","2016-11-08",5,2261,117.982711791992,35.3763656616211,24.18,2.534979,1,3928.68026935725
"8001","CLIFFSIDE","2016-11-08",3,2497,118.217666625977,60.1902542114258,22.45,2.777815,1,3928.68026935725
"8002","CLIFFSIDE","2016-11-08",3,2497,141.258499145508,29.895975112915,22.45,2.777815,1,3928.68026935725
"8003","CLIFFSIDE","2016-11-08",3,2497,173.253143310547,25.5079460144043,22.45,2.777815,1,3928.68026935725
"8004","CLIFFSIDE","2016-11-08",3,2801,153.985565185547,18.2166309356689,22.45,2.777815,1,3928.68026935725
"8005","CLIFFSIDE","2016-11-08",3,2909,145.740356445312,8.0425386428833,22.45,2.777815,1,3928.68026935725
"8006","CLIFFSIDE","2016-11-08",3,2403,330.606323242188,32.3715019226074,22.45,2.777815,1,3928.68026935725
"8007","CLIFFSIDE","2016-11-08",3,2402,51.9816589355469,27.0734367370605,22.45,2.777815,1,3928.68026935725
"8008","CLIFFSIDE","2016-11-08",3,2368,78.2457885742188,40.5925216674805,22.45,2.777815,1,3928.68026935725
"8009","CLIFFSIDE","2016-11-08",3,2507,120.17301940918,15.9492158889771,22.45,2.777815,1,3928.68026935725
"8010","CLIFFSIDE","2016-11-08",3,2601,159.547119140625,21.4305305480957,22.45,2.777815,1,3928.68026935725
"8011","CLIFFSIDE","2016-11-08",3,2483,134.606292724609,23.8491878509521,22.45,2.777815,1,3928.68026935725
