Time,ManagementArea,Prescription,HarvestedSites,TotalCohortsCompleteHarvest,TotalCohortsPartialHarvest,TotalBiomassHarvested,CohortsHarvested_AcerPens,CohortsHarvested_AmelArbo,CohortsHarvested_AescBuck,CohortsHarvested_AcerRubr,CohortsHarvested_AcerSacc,CohortsHarvested_BetuAlle,CohortsHarvested_BetuNigr,CohortsHarvested_BetuLent,CohortsHarvested_CaryOvat,CohortsHarvested_CaryAlba,CohortsHarvested_CaryGlab,CohortsHarvested_CaryCodi,CohortsHarvested_CornFlor,CohortsHarvested_FraxPenn,CohortsHarvested_FraxAmer,CohortsHarvested_FaguGran,CohortsHarvested_JuglNigr,CohortsHarvested_HaleDipt,CohortsHarvested_IlexOpac,CohortsHarvested_LiriTuli,CohortsHarvested_LiquStyr,CohortsHarvested_MagnAcum,CohortsHarvested_MagnMacr,CohortsHarvested_NyssSylv,CohortsHarvested_OxydArbo,CohortsHarvested_PrunSero,CohortsHarvested_PrunPenn,CohortsHarvested_PlanOcid,CohortsHarvested_QuerAlba,CohortsHarvested_QuerCocc,CohortsHarvested_QuerFalc,CohortsHarvested_QuerRubr,CohortsHarvested_QuerPrin,CohortsHarvested_QuerVelu,CohortsHarvested_QuerStel,CohortsHarvested_RobiPseu,CohortsHarvested_SassAlid,CohortsHarvested_TiliAmer,CohortsHarvested_TiliAmhe,CohortsHarvested_TsugCana,CohortsHarvested_PinuVirg,CohortsHarvested_PinuTaed,CohortsHarvested_PinuStro,CohortsHarvested_PinuRigi,CohortsHarvested_PinuPung,CohortsHarvested_FrasFirr,CohortsHarvested_PiceRube,CohortsHarvested_PinuEnch,BiomassHarvestedMg_AcerPens,BiomassHarvestedMg_AmelArbo,BiomassHarvestedMg_AescBuck,BiomassHarvestedMg_AcerRubr,BiomassHarvestedMg_AcerSacc,BiomassHarvestedMg_BetuAlle,BiomassHarvestedMg_BetuNigr,BiomassHarvestedMg_BetuLent,BiomassHarvestedMg_CaryOvat,BiomassHarvestedMg_CaryAlba,BiomassHarvestedMg_CaryGlab,BiomassHarvestedMg_CaryCodi,BiomassHarvestedMg_CornFlor,BiomassHarvestedMg_FraxPenn,BiomassHarvestedMg_FraxAmer,BiomassHarvestedMg_FaguGran,BiomassHarvestedMg_JuglNigr,BiomassHarvestedMg_HaleDipt,BiomassHarvestedMg_IlexOpac,BiomassHarvestedMg_LiriTuli,BiomassHarvestedMg_LiquStyr,BiomassHarvestedMg_MagnAcum,BiomassHarvestedMg_MagnMacr,BiomassHarvestedMg_NyssSylv,BiomassHarvestedMg_OxydArbo,BiomassHarvestedMg_PrunSero,BiomassHarvestedMg_PrunPenn,BiomassHarvestedMg_PlanOcid,BiomassHarvestedMg_QuerAlba,BiomassHarvestedMg_QuerCocc,BiomassHarvestedMg_QuerFalc,BiomassHarvestedMg_QuerRubr,BiomassHarvestedMg_QuerPrin,BiomassHarvestedMg_QuerVelu,BiomassHarvestedMg_QuerStel,BiomassHarvestedMg_RobiPseu,BiomassHarvestedMg_SassAlid,BiomassHarvestedMg_TiliAmer,BiomassHarvestedMg_TiliAmhe,BiomassHarvestedMg_TsugCana,BiomassHarvestedMg_PinuVirg,BiomassHarvestedMg_PinuTaed,BiomassHarvestedMg_PinuStro,BiomassHarvestedMg_PinuRigi,BiomassHarvestedMg_PinuPung,BiomassHarvestedMg_FrasFirr,BiomassHarvestedMg_PiceRube,BiomassHarvestedMg_PinuEnch,
35, 1, SelectiveOakHarvest, 2, 3, 21, 184.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0, 0, 68, 0, 0, 20.25, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.625, 0, 0, 0, 0, 4.375, 
35, 1, PineShelterwood, 2, 0, 3, 18.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.9375, 3.5, 0, 0, 0, 0, 0, 
35, 2, SelectiveOakHarvest, 23, 15, 204, 4514.0625, 0, 1, 0, 8, 2, 0, 0, 0, 0, 7, 13, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 3, 1, 0, 0, 0, 35, 24, 21, 14, 58, 19, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0.3125, 0, 86.0625, 4.625, 0, 0, 0, 0, 31.6875, 47.75, 0, 0, 0, 0, 0, 0.375, 0, 0, 15.8125, 0, 0.3125, 0, 3.125, 0.375, 0, 0, 0, 1323.1875, 945.125, 149.4375, 144.3125, 1492.5625, 113.4375, 0, 0, 0, 0, 0, 0, 0, 0, 49.5625, 0, 0, 0, 0, 0, 
35, 2, PineShelterwood, 26, 32, 82, 1787.1875, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 3, 1, 2, 0, 0, 5, 3, 2, 1, 9, 1, 1, 1, 1, 0, 0, 0, 1, 34, 21, 0, 0, 0, 0, 18, 0, 0, 0, 3.5625, 0, 0, 0, 0, 0, 0, 0.3125, 0, 1.625, 0, 0, 0, 0, 0.25, 0, 12.625, 0, 0, 0, 2.25, 0.3125, 1.4375, 0, 0, 10.5625, 6.75, 2.6875, 1.75, 376.75, 1.125, 1.4375, 0.3125, 4.625, 0, 0, 0, 1.875, 702.625, 422.125, 0, 0, 0, 0, 178.6875, 
35, 3, SelectiveOakHarvest, 5, 0, 32, 687.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 3, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5625, 3.1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.5625, 118.9375, 1.3125, 61.25, 456.625, 16.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 3, PineShelterwood, 1, 2, 2, 14.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5625, 0, 0, 0, 0, 0, 0, 0, 0, 11.375, 0, 0, 0, 0, 0, 
35, 4, SelectiveOakHarvest, 2226, 3796, 16053, 662322.375, 15, 77, 19, 992, 304, 3, 0, 318, 16, 523, 1364, 1, 113, 16, 66, 37, 14, 33, 52, 500, 25, 13, 86, 333, 709, 63, 0, 0, 2087, 2095, 166, 1682, 5429, 823, 56, 147, 73, 0, 0, 0, 106, 60, 1294, 0, 0, 0, 0, 139, 31.5625, 346.0625, 72.5625, 27937.8125, 2987.125, 0.8125, 0, 8609.6875, 68.25, 2387.375, 9979.875, 2.4375, 217.5, 17.8125, 559.5, 667.125, 65.3125, 184.9375, 408, 54690.6875, 674.1875, 139.375, 591.5, 1590.6875, 5454.3125, 252.0625, 0, 0, 74636.4375, 79961.75, 2393.8125, 39483.6875, 211923.5, 6457.6875, 1859.75, 1511.375, 598.5, 0, 0, 0, 3496.6875, 658.3125, 12525.3125, 0, 0, 0, 0, 826.25, 
35, 4, PineShelterwood, 2552, 12092, 8397, 1062267, 2, 33, 4, 1538, 4, 1, 1, 32, 2, 376, 455, 1, 697, 56, 7, 82, 3, 67, 276, 838, 609, 23, 78, 506, 1279, 556, 0, 6, 1137, 449, 706, 273, 1504, 400, 520, 20, 58, 0, 0, 0, 997, 3192, 2029, 0, 0, 0, 0, 1672, 0.6875, 33.6875, 3.75, 45427.25, 4.3125, 0.3125, 0.25, 113.6875, 21.625, 2581.0625, 8981.5, 43.0625, 1367.875, 762, 3.5, 142.5, 1.5625, 48.5625, 2922.875, 57700.4375, 14544.125, 42.0625, 137.6875, 1182.375, 12130.125, 3187.875, 0, 3.375, 86399.8125, 40381.0625, 14476.625, 3729, 114338.5, 4418.8125, 7440.4375, 50.6875, 505.0625, 0, 0, 0, 54658.3125, 154557.3125, 39176.75, 0, 0, 0, 0, 27298.5625, 
35, 5, SelectiveOakHarvest, 770, 274, 6229, 157857.75, 1, 8, 0, 48, 63, 0, 0, 6, 6, 290, 560, 1, 35, 0, 5, 9, 4, 5, 9, 17, 0, 1, 2, 43, 61, 4, 0, 0, 956, 923, 37, 338, 1967, 263, 149, 4, 9, 0, 0, 0, 7, 52, 506, 0, 0, 0, 0, 114, 0.3125, 9.6875, 0, 112.6875, 455.375, 0, 0, 1.875, 64.9375, 231, 2057.9375, 4.5625, 12.875, 0, 1.8125, 2.8125, 80.875, 1.5, 33.125, 185.9375, 0, 0.3125, 0.4375, 50.1875, 196.875, 1.5625, 0, 0, 34491.6875, 28333.9375, 526.125, 6343.625, 72134.1875, 2372.5, 2504.1875, 26.6875, 10.5625, 0, 0, 0, 33.25, 1641.6875, 4623.375, 0, 0, 0, 0, 626.75, 
35, 5, PineShelterwood, 807, 1254, 2906, 117539.5, 0, 7, 0, 107, 4, 0, 0, 12, 0, 36, 39, 0, 53, 2, 0, 10, 0, 10, 37, 87, 51, 9, 11, 88, 125, 68, 0, 3, 134, 88, 53, 29, 543, 38, 51, 6, 14, 0, 0, 0, 82, 1007, 521, 0, 0, 0, 0, 835, 0, 5, 0, 2563.9375, 39.125, 0, 0, 127.8125, 0, 77.375, 189, 0, 25.125, 4.1875, 0, 37.5, 0, 44.5625, 175.625, 3168.6875, 200.8125, 14.0625, 13.625, 303.75, 800.4375, 38.6875, 0, 3.8125, 5595.0625, 3353.8125, 373.8125, 403.0625, 35663.5, 414.5, 162.4375, 6.125, 99.1875, 0, 0, 0, 2012.25, 21269.25, 7181.8125, 0, 0, 0, 0, 12918.1875, 
35, 6, SelectiveOakHarvest, 114, 80, 780, 21394.75, 0, 2, 1, 18, 33, 0, 0, 8, 0, 11, 68, 4, 1, 0, 1, 1, 1, 2, 1, 10, 0, 0, 3, 8, 12, 2, 0, 0, 78, 57, 2, 145, 310, 21, 2, 5, 4, 0, 0, 0, 1, 1, 43, 0, 0, 0, 0, 4, 0, 0.75, 0.5, 381.1875, 290.3125, 0, 0, 19, 0, 40.4375, 271.3125, 18, 0.3125, 0, 0.5, 0.3125, 5.6875, 0.5, 1, 817.75, 0, 0, 0.625, 24.0625, 120.5625, 1.375, 0, 0, 2557, 2365.875, 37.375, 2984.0625, 9543.625, 130.875, 45.875, 9.75, 39.5625, 0, 0, 0, 1.125, 6.6875, 252.1875, 0, 0, 0, 0, 7.6875, 
35, 6, PineShelterwood, 100, 1035, 333, 107550.8125, 1, 31, 0, 202, 0, 0, 0, 18, 0, 13, 34, 0, 29, 1, 1, 15, 0, 0, 28, 68, 6, 19, 4, 54, 110, 11, 0, 0, 135, 63, 30, 33, 133, 19, 2, 8, 44, 0, 0, 0, 56, 17, 158, 0, 0, 0, 0, 25, 0.375, 32.75, 0, 7078.875, 0, 0, 0, 475.0625, 0, 289.3125, 676.0625, 0, 74.3125, 1.25, 0.5, 215.1875, 0, 0, 355.8125, 5269.125, 52.5, 21.125, 7.1875, 313.1875, 918.125, 89.6875, 0, 0, 17224.25, 6452.0625, 1062.25, 890.875, 8737, 322, 71.4375, 33.375, 717.8125, 0, 0, 0, 2500.5625, 1118.75, 6823.25, 0, 0, 0, 0, 581.6875, 
35, 7, SelectiveOakHarvest, 6, 5, 42, 776.9375, 0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 9, 0, 2, 11, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0.5, 2.6875, 0, 0, 0, 0, 0, 1.6875, 3.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.375, 0, 0, 0, 302.625, 120.1875, 0, 26.375, 280.875, 2.25, 0, 0.4375, 0, 0, 0, 0, 0, 0, 31.1875, 0, 0, 0, 0, 0, 
35, 7, PineShelterwood, 6, 15, 21, 522.3125, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 0, 0, 0, 1, 0, 0, 1, 11, 2, 0, 0, 0, 0, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1.0625, 0, 0, 0, 0, 0, 0.6875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6875, 0.4375, 0.3125, 1.3125, 0, 0, 0, 1.0625, 0, 0, 0.5, 451.9375, 1.625, 0, 0, 0, 0, 0, 0, 1.625, 0, 51.75, 0, 0, 0, 0, 0, 
40, 1, SelectiveOakHarvest, 2, 4, 21, 161.6875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 4, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3125, 0, 0, 0, 0.3125, 0.3125, 0, 0, 0, 52.6875, 0, 0, 18.4375, 62.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.75, 0, 0, 0, 0, 2.8125, 
40, 1, PineShelterwood, 2, 1, 3, 18.6875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.1875, 3.25, 0, 0, 0, 0, 0, 
40, 2, SelectiveOakHarvest, 23, 14, 204, 3452.6875, 0, 1, 0, 4, 2, 0, 0, 1, 0, 7, 13, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 0, 0, 0, 35, 24, 21, 14, 58, 19, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0.3125, 0, 6.75, 4.125, 0, 0, 0.375, 0, 10.6875, 24.125, 0, 0.5, 0, 0, 0.375, 0.4375, 0, 3, 0, 0, 0, 0.25, 0.5625, 1.1875, 0, 0, 0, 1018.0625, 869.8125, 88.375, 117.25, 1168.3125, 77.75, 0, 0, 0, 0, 0, 0, 0, 0, 47.125, 0, 0, 0, 0, 0, 
40, 2, PineShelterwood, 25, 32, 77, 1200.75, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 4, 5, 0, 0, 5, 1, 1, 2, 5, 3, 0, 0, 0, 0, 0, 0, 2, 34, 16, 0, 0, 0, 0, 22, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0.625, 0, 0, 1.625, 0, 0, 0.3125, 0, 0, 0, 3.1875, 0, 0, 0, 0.5625, 1.75, 1.5625, 0, 0, 10.5, 2.375, 1.1875, 3.25, 248.5625, 3.25, 0, 0, 0, 0, 0, 0, 4.5625, 540.125, 98.4375, 0, 0, 0, 0, 239.625, 
40, 3, SelectiveOakHarvest, 5, 0, 32, 602.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 3, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5625, 3.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20.4375, 112, 0.75, 57.3125, 394.125, 13.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 3, PineShelterwood, 1, 1, 2, 12.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5, 0, 0, 0, 0, 0, 
40, 4, SelectiveOakHarvest, 2234, 1098, 16103, 379819.625, 2, 18, 6, 271, 304, 3, 0, 38, 17, 527, 1376, 1, 67, 2, 20, 24, 14, 17, 23, 59, 2, 8, 23, 152, 259, 36, 0, 1, 2088, 2097, 166, 1696, 5454, 825, 58, 14, 19, 0, 0, 0, 34, 60, 1264, 0, 0, 0, 0, 156, 0.625, 10, 4.75, 1202.875, 2968.4375, 0.9375, 0, 15.125, 65.6875, 1090.1875, 7177.0625, 0.875, 30, 3.6875, 10.4375, 9.375, 50.875, 5.1875, 63.1875, 2088.75, 2.5, 3.0625, 6.0625, 213.5, 507.25, 30.1875, 0, 2.1875, 66715.0625, 71516.6875, 1843.5, 32684.5625, 170572.125, 4809.875, 1540.3125, 55.5625, 74.1875, 0, 0, 0, 457.875, 551.25, 7957.375, 0, 0, 0, 0, 681.125, 
40, 4, PineShelterwood, 2203, 5032, 7545, 394262.75, 2, 32, 7, 482, 2, 0, 0, 36, 4, 180, 241, 3, 367, 31, 10, 59, 0, 17, 109, 340, 161, 10, 39, 307, 545, 273, 0, 7, 502, 184, 270, 84, 1376, 142, 192, 14, 55, 0, 0, 0, 325, 2534, 1904, 0, 0, 0, 0, 1731, 0.8125, 26.625, 6.25, 9645.625, 0.6875, 0, 0, 18.4375, 4.5, 750.0625, 2463, 2.5, 536.625, 295.8125, 4.9375, 68.125, 0, 7.5, 661.6875, 17829.3125, 2641.4375, 4.8125, 13, 649.625, 3227.875, 662.625, 0, 111.1875, 28520.75, 6205.3125, 4219.625, 318.6875, 91859.1875, 841.5, 1938.5, 24.25, 332.375, 0, 0, 0, 11067.125, 75561.6875, 15524.1875, 0, 0, 0, 0, 25115.3125, 
40, 5, SelectiveOakHarvest, 769, 319, 6225, 136997.6875, 1, 7, 4, 75, 59, 2, 0, 13, 6, 290, 560, 1, 28, 1, 5, 6, 4, 3, 5, 7, 0, 3, 5, 34, 80, 11, 0, 0, 956, 923, 37, 333, 1960, 263, 149, 7, 13, 0, 0, 0, 9, 53, 505, 0, 0, 0, 0, 126, 0.3125, 3.9375, 2.625, 112.5625, 416.875, 0.625, 0, 5, 71.3125, 214.8125, 1958.25, 5.9375, 12.3125, 0.6875, 2.625, 2.625, 43.125, 1, 6.9375, 14.8125, 0, 0.9375, 1.25, 17.5, 35.625, 5.8125, 0, 0, 32325.1875, 27452.25, 358.25, 5071.875, 58848.9375, 1917.25, 2115.125, 4.5, 17.5, 0, 0, 0, 12.0625, 1466.625, 3534.75, 0, 0, 0, 0, 674.625, 
40, 5, PineShelterwood, 796, 1092, 3162, 74502.3125, 0, 12, 0, 54, 1, 0, 0, 7, 1, 50, 53, 0, 86, 6, 0, 12, 0, 3, 30, 72, 32, 9, 8, 55, 112, 94, 0, 4, 121, 46, 40, 35, 510, 40, 43, 2, 16, 0, 0, 0, 48, 1103, 482, 0, 0, 0, 0, 1067, 0, 5.375, 0, 97.375, 0.5625, 0, 0, 3.5, 2.4375, 26.75, 48.9375, 0, 31.4375, 11.4375, 0, 4.8125, 0, 1.0625, 42.4375, 236, 46.8125, 6.4375, 2.5, 22.8125, 52.625, 58.625, 0, 4.625, 254, 93.3125, 63, 47.1875, 28375.5625, 42.9375, 51.9375, 2.3125, 25.75, 0, 0, 0, 82.625, 25576.625, 3230.25, 0, 0, 0, 0, 14580.625, 
40, 6, SelectiveOakHarvest, 101, 749, 745, 74333.0625, 5, 5, 4, 227, 14, 0, 0, 62, 0, 18, 61, 1, 7, 2, 28, 2, 3, 0, 3, 113, 0, 2, 12, 84, 121, 15, 0, 0, 72, 105, 0, 102, 300, 23, 1, 26, 14, 0, 0, 0, 17, 0, 42, 0, 0, 0, 0, 3, 11.5, 23.75, 5, 6845.875, 147.25, 0, 0, 1690.4375, 0, 184.875, 1572.6875, 0.75, 8.4375, 40.25, 233.3125, 30.0625, 17.75, 0, 25.9375, 11946, 0, 10.5, 89.8125, 702.875, 1240.8125, 92.8125, 0, 0, 2592.375, 4325.1875, 0, 1951.9375, 14695, 360.75, 13, 117.0625, 149.9375, 0, 0, 0, 401.125, 0, 1133.75, 0, 0, 0, 0, 6.75, 
40, 6, PineShelterwood, 74, 509, 235, 42707.75, 2, 9, 0, 72, 0, 0, 0, 4, 0, 13, 20, 0, 20, 0, 1, 4, 0, 2, 15, 32, 5, 0, 2, 36, 50, 12, 0, 2, 43, 38, 12, 23, 100, 19, 13, 7, 13, 0, 0, 0, 40, 7, 108, 0, 0, 0, 0, 20, 5.875, 9.8125, 0, 1660.3125, 0, 0, 0, 19, 0, 296.625, 673.625, 0, 44.625, 0, 0.3125, 1.5, 0, 2.375, 106.9375, 2147.5, 229.9375, 0, 1.125, 311.3125, 486.5625, 62.875, 0, 5.8125, 3877.1875, 3824.25, 346.9375, 830, 6610.375, 294.6875, 111.125, 16.375, 118.1875, 0, 0, 0, 1414.4375, 402.75, 1608.0625, 0, 0, 0, 0, 287.9375, 
40, 7, SelectiveOakHarvest, 6, 7, 42, 702.25, 0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 9, 9, 0, 2, 11, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0.3125, 0, 1.8125, 0, 0, 0, 0, 0, 2.0625, 4.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.125, 0, 0, 0, 288.3125, 118.75, 0, 24.0625, 229.75, 1.1875, 0, 0.75, 0, 0, 0, 0, 0, 0, 25.875, 0, 0, 0, 0, 0, 
40, 7, PineShelterwood, 6, 6, 21, 415.9375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 1, 0, 0, 0, 0, 2.5625, 0, 2, 356.3125, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 46.75, 0, 0, 0, 0, 0, 
45, 1, SelectiveOakHarvest, 2, 5, 19, 125.6875, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0.6875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.6875, 0, 0, 16.3125, 53.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.875, 0, 0, 0, 0, 1.375, 
45, 1, PineShelterwood, 2, 5, 2, 92.4375, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5, 0, 0, 21.0625, 0, 0, 11.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5625, 18.375, 0, 0, 0, 0, 0, 
45, 2, SelectiveOakHarvest, 23, 4, 200, 2894.4375, 0, 0, 0, 0, 2, 0, 0, 0, 0, 7, 13, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 35, 23, 21, 14, 61, 19, 0, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75, 0, 0, 0, 0, 5.4375, 24.9375, 0, 0, 0, 0, 0, 0.4375, 0, 0, 0, 0, 0.3125, 0, 0.5625, 0.3125, 0, 0, 0, 779.0625, 709.6875, 63.75, 99.625, 1130.4375, 51.25, 0, 0, 1.5, 0, 0, 0, 0, 0, 18.6875, 0, 0, 0, 0, 0, 
45, 2, PineShelterwood, 23, 34, 58, 1147.6875, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 3, 1, 0, 2, 6, 1, 0, 0, 7, 2, 0, 0, 7, 2, 1, 1, 1, 0, 0, 0, 0, 24, 11, 0, 0, 0, 0, 16, 0, 0, 0, 0.375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5625, 0, 0, 0, 0, 0, 16.6875, 4.5625, 0.5, 0, 0.625, 2.875, 0.375, 0, 0, 12.9375, 3.125, 0, 0, 513.625, 3.4375, 2.75, 0.3125, 1.8125, 0, 0, 0, 0, 380.0625, 61.125, 0, 0, 0, 0, 91, 
45, 3, SelectiveOakHarvest, 5, 0, 33, 633.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 1, 2, 18, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.625, 3.1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.375, 155.375, 0.4375, 29.0625, 419.4375, 11.125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
